psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,act62,act102,act121,act131,act132,act133,act134,pial1a,pial1b,vid01a,vid01b,vid01c,vid01d,vid01e,vid01f,vid01g,vid01h,vid01i,vid01j,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial4a,pial4b,pial5,pial6,cell1a,cell1b,cell1c,cell1d,cell2,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
202185,2,26,2,S,1,1, ,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2, , , , , , , , , , , ,1,1,1,2,1,1,2,2,25,3,2,1,6,7.55172413793104,2.25531995722575
202186,2,47,3,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,51,4,2,2,3,2.41379310344828,.720878525140651
202190,2,4,4,U,1,1, ,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,21,4,2,3,9,6.17241379310345,1.84338937143109
202195,2,53,4,S,1,1, ,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2,99,7,2,9,99,2.51724137931034,.751773319075251
202209,2,6,4,S,1,1, ,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,2,2,1,47,3,2,1,2,8.03448275862069,2.39949566225388
202210,2,31,2,R,1,2, ,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,67,4,2,1,6,2.55172413793103,.762071583720117
202226,2,42,1,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,83,3,2,1,3,2.24137931034483,.669387201916319
202227,2,8,4,U,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,2,1,2,1,2,28,4,2,2,3,2.55172413793103,.762071583720117
202231,2,35,4,U,1,1, ,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,35,8,2,5,6,2.48275862068966,.741475054430384
202240,2,8,4,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,70,3,9,1,2,3.20689655172414,.95773861197258
202242,2,55,2,R,1,1, ,1,2,1,1,1,8,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,2,2,2,2,52,6,2,1,5,2.79310344827586,.834159436234183
202245,2,8,4,U,1,1, ,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,1,1,2,2,51,5,2,1,8,5.89655172413793,1.76100325427216
202249,2,53,4,S,1,1, ,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,2,1,1,1,28,3,2,1,6,4.27586206896552,1.27698481596344
202257,2,18,2,S,1,2, ,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,1,2,1,2,1,60,8,2,1,6,1.62068965517241,.484018438308723
202267,2,28,3,U,1,1, ,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,47,3,2,2,99,2.10344827586207,.628194143336853
202273,2,48,3,U,1,2, ,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2, , , , , , , , , , , ,1,2,2,2,9,3,2,1,69,5,2,1,4,2.31034482758621,.689983731206052
202283,2,6,4,S,1,1, ,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,25,4,1,1,4,8.03448275862069,2.39949566225388
202301,2,39,2,S,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,8,2,3,2,2,72,3,2,1,2,2.55172413793103,.762071583720117
202304,2,18,2,S,1,1, ,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,2,39,3,2,1,6,4.13793103448276,1.23579175738397
202306,2,6,4,S,1,1, ,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,1,1,2,3,2,2,19,4,2,1,6,6.06896551724138,1.8124945774965
202308,2,48,3,S,1,2, ,8,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,1,82,4,2,1,6,1.89655172413793,.566404555467655
202313,2,1,3,R,1,1, ,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2, , , , , , , , , , , ,1,1,1,2,1,3,1,1,26,8,2,2,2,2.37931034482759,.710580260495785
202316,2,6,4,U,1,1, ,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,50,2,1,1,1,4.89655172413793,1.46235357957104
202326,2,55,2,R,1,2, ,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,75,4,2,1,4,1.55172413793103,.46342190901899
202329,2,26,2,S,1,1, ,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2, , , , , , , ,1,2,2,1,1,2,1,2,2,3,2,2,60,4,2,1,4,3.72413793103448,1.11221258164558
202335,2,36,1,S,1,1, ,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,18,3,2,2,4,3.17241379310345,.947440347327713
202342,2,13,3,S,1,1, ,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2, , , , , , , , , , , ,1,2,2,2,2,1,1,1,35,3,2,1,7,4.68965517241379,1.40056399170184
202344,2,17,2,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,25,3,2,4,1,8.03448275862069,2.39949566225388
202347,2,12,3,U,1,1, ,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2, , , , , , , ,2,8,2,2,1,2,1,8,1,1,2,2,66,6,2,1,4,3.31034482758621,.988633405907179
202361,2,36,1,U,1,1, ,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,40,7,2,1,9,2.31034482758621,.689983731206052
202365,2,25,1,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,2,2,71,5,2,1,5,1.06896551724138,.31924620399086
202372,2,39,2,U,1,1, ,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2, , , , , , , , , , , ,1,2,1,1,1,2,2,2,20,4,2,1,6,6.13793103448276,1.83309110678623
202373,2,12,3,R,1,1, ,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2, , , , , , , ,1,2,2,1,2,2,1,2,2,2,2,1,18,3,2,4,7,2.17241379310345,.648790672626586
202377,2,9,1,U,1,1, ,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,26,6,2,1,3,3.79310344827586,1.13280911093531
202379,2,36,1,R,1,1, ,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , ,1,2,1,8,1,1,2,1,48,6,2,1,8,2.96551724137931,.885650759458515
202389,2,26,2,R,1,1, ,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,54,5,2,1,99,2.82758620689655,.844457700879049
202402,2,51,3,U,1,2, ,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,64,8,2,1,7,3.51724137931035,1.05042299377638
202403,2,51,3,U,1,1, ,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,19,4,2,3,99,6.24137931034483,1.86398590072083
202412,2,13,3,R,1,1, ,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,1,50,3,2,2,5,4.27586206896552,1.27698481596344
202414,2,12,3,S,1,1, ,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,47,3,1,1,2,8.03448275862069,2.39949566225388
202417,2,34,1,S,1,1, ,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,2,38,3,2,2,99,2.62068965517241,.78266811300985
202421,2,12,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,65,5,2,1,2,3.3448275862069,.998931670552046
202430,2,51,3,U,1,2, ,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,46,8,2,1,8,6.06896551724138,1.8124945774965
202435,2,47,3,U,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,45,3,2,1,3,5.86206896551724,1.7507049896273
202439,2,34,1,S,1,1, ,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,30,4,2,2,2,3.6551724137931,1.09161605235584
202440,2,39,2,S,1,1, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,60,3,2,1,5,3.20689655172414,.95773861197258
202441,2,21,3,U,1,2, ,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,1,1,2,2,61,6,2,1,4,4.58620689655173,1.36966919776724
202444,2,12,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,76,3,1,1,1,3.24137931034483,.968036876617446
202464,2,51,3,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,1,1,1,1,42,5,2,2,5,6.10344827586207,1.82279284214136
202468,2,39,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,51,3,2,1,1,5.17241379310345,1.54473969672997
202469,2,9,1,R,1,1, ,8,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,65,3,2,1,3,2.17241379310345,.648790672626586
202470,2,33,1,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,1,76,6,1,1,99,2.55172413793103,.762071583720117
202481,2,36,1,U,1,1, ,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,24,6,2,1,4,5.62068965517241,1.67861713711323
202487,2,50,1,R,1,1, ,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,2,1,2,1,25,5,2,1,4,3.10344827586207,.926843818037981
202499,2,34,1,S,1,1, ,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2, , , , , , , ,1,2,2,2,2,2,2,2,2,3,2,1,76,8,1,1,7,1.72413793103448,.514913232243323
202506,2,51,3,S,1,1, ,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,21,3,1,1,5,6.68965517241379,1.99786334110409
202510,2,25,1,S,1,1, ,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2, , , , , , , , , , , ,2,2,1,2,2,3,1,1,41,5,2,1,4,8.03448275862069,2.39949566225388
202520,2,42,1,S,1,2, ,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,46,8,2,1,7,1.68965517241379,.504614967598456
202521,2,12,3,S,1,1, ,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,58,8,2,1,7,3.10344827586207,.926843818037981
202522,2,12,3,S,1,1, ,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,1,2,1,2,1,28,3,1,2,7,6.58620689655172,1.96696854716949
202524,2,36,1,S,1,1, ,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,1,1,1,1,53,3,2,1,7,5.17241379310345,1.54473969672997
202540,2,39,2,R,1,1, ,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,1,2,1,2,1,53,3,2,1,7,3.55172413793104,1.06072125842124
202551,2,18,2,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,55,3,2,1,2,4.6551724137931,1.39026572705697
202556,2,36,1,U,1,1, ,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,1,1,1,1,1,3,1,2,40,6,2,2,3,4.51724137931035,1.34907266847751
202559,2,12,3,U,1,1, ,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,3,2,1,23,3,1,1,1,7.93103448275862,2.36860086831928
202560,2,13,3,U,1,2, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,2,2,1,1,1,50,6,2,1,7,3.20689655172414,.95773861197258
202561,2,39,2,S,1,1, ,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2,1,2,42,9,2,1,6,6,1.79189804820676
202572,2,54,3,R,1,1, ,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,1,1,2,2,1,1,1,41,3,2,1,3,3.58620689655172,1.07101952306611
202602,2,45,3,U,1,2, ,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,56,3,2,1,6,2,.597299349402254
202613,2,18,2,R,1,1, ,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2, , , , , , , , , , , ,1,2,1,2,1,3,2,1,67,8,2,1,3,1,.298649674701127
202619,2,39,2,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,69,3,2,1,2,2.41379310344828,.720878525140651
202627,2,39,2,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,56,2,2,2,1,2.68965517241379,.803264642299583
202639,2,13,3,R,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,70,4,2,1,6,1,.298649674701127
202643,2,47,3,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,68,4,2,1,99,1.55172413793103,.46342190901899
202647,2,51,3,U,1,1, ,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,1,3,1,2,53,6,2,2,5,2.10344827586207,.628194143336853
202648,2,34,1,S,1,1, ,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,35,4,2,2,2,5.58620689655173,1.66831887246837
202659,2,36,1,R,1,1, ,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,54,3,2,1,5,4.3448275862069,1.29758134525317
202661,2,44,1,S,2,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,76,2,2,1,3,2.3448275862069,.700281995850919
202668,2,12,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,2,3,1,1,50,9,2,3,2,5.62068965517241,1.67861713711323
202671,2,36,1,U,1,1, ,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2,22,6,2,2,1,4.6551724137931,1.39026572705697
202674,2,48,3,S,1,1, ,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,19,3,1,2,5,8,2.38919739760902
202678,2,42,1,R,1,1, ,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2, , , , , , , ,2,1,2,2,1,1,1,2,9,2,2,1,20,5,2,1,99,2.37931034482759,.710580260495785
202685,2,27,2,S,1,1, ,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,1,46,6,2,1,4,1.27586206896552,.381035791860059
202688,2,48,3,U,1,1, ,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,70,5,1,1,4,2.6551724137931,.792966377654717
202689,2,47,3,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,1,2,55,2,2,2,2,4.58620689655173,1.36966919776724
202690,2,17,2,R,1,1, ,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,3,2,2,18,3,2,1,7,5,1.49324837350564
202697,2,27,2,U,1,1, ,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,30,3,2,1,4,8.03448275862069,2.39949566225388
202700,2,42,1,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,27,6,2,9,3,6,1.79189804820676
202701,2,48,3,U,1,1, ,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,35,6,2,1,7,8.03448275862069,2.39949566225388
202706,2,29,2,S,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,65,4,9,1,4,3.3448275862069,.998931670552046
202712,2,37,3,R,1,2, ,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,61,4,2,1,6,3.13793103448276,.937142082682847
202719,2,17,2,S,1,2, ,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2, , , , , , , , , , , ,1,2,2,2,2,2,2,2,54,6,2,1,99,7.03448275862069,2.10084598755276
202722,2,48,3,U,1,1, ,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2, , , , , , , , , , , ,1,1,1,2,2,1,1,2,33,3,2,2,2,8.03448275862069,2.39949566225388
202727,2,55,2,U,1,1, ,1,2,1,2,8,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,1,1,2,1,2,2,28,4,2,1,4,8.03448275862069,2.39949566225388
202728,2,48,3,S,1,1, ,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2, , , , , , , ,1,2,2,2,1,2,1,2,2,3,2,2,53,5,2,1,8,4.89655172413793,1.46235357957104
202734,2,19,2,S,1,1, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, , , , , , , , , , , ,1,2,2,2,2,1,1,2,39,7,2,1,99,4,1.19459869880451
202736,2,25,1,U,1,1, ,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,29,6,2,1,1,2.58620689655172,.772369848364984
202740,2,55,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,56,3,2,1,5,2.58620689655172,.772369848364984
202748,2,48,3,S,1,1, ,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,27,4,1,1,6,8.03448275862069,2.39949566225388
202768,2,48,3,U,1,2, ,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,1,2,1,2,2,64,8,1,1,8,3.48275862068966,1.04012472913151
202788,2,17,2,S,1,1, ,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,35,3,2,1,6,6,1.79189804820676
202789,2,48,3,R,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,1,1,48,1,2,1,2,5.10344827586207,1.52414316744023
202791,2,5,3,S,1,1, ,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , ,1,2,2,2,2,2,2,2,2,3,2,1,82,8,2,2,8,1,.298649674701127
202793,2,48,3,U,1,1, ,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2, , , , , , , , , , , ,1,2,1,1,1,1,2,2,18,4,2,1,1,5.17241379310345,1.54473969672997
202809,2,6,4,S,1,1, ,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2, , , , , , , , , , , ,2,2,2,2,1,1,2,2,29,6,2,1,5,8.03448275862069,2.39949566225388
